Name,review_text,review_summary,helpful_score,review_rating,word_net_score_review,word_net_score_summary,review_length,sentiment
"Midnight (Warriors: The New Prophecy, Book 1): Books: Erin Hunter","Erin Hunter has once again created a captivating saga about the four clans of warrior cats...who could be living in your own backyard.

			This first installment begins where the last book left off. Firestar, the protagonist of the original series, is now the leader of his Clan, and his two daughters Leafpaw and Squirrelpaw, are now the main characters, along with a great cast of new cats and some familiar faces. Along with Brambleclaw, the son of treacherous Tigerstar, Feathertail and Stormfur, the kits of Firestar's best friend Graystripe, Brambleclaw's sister Tawnypelt, and the newbie Crowpaw, Squirrelpaw embarks on a journey to save the Clans. Meanwhile, Leafpaw is left to try to decipher mysterious messages from Starclan.

			This book is a great, fast-paced read for any cat lover or fan of the first series. The plot is well-developed and intriguing from the first chapter","Fans of the first series, rejoice!",75,5,18.5,4,142,POSITIVE
When Character Was King: A Story of Ronald Reagan: Books: Peggy Noonan,"Peggy Noonan's Reagan has the texture of truth, unlike a recent Reagan bio by Richard Reeves that has the texture of slime.  Noonan's Reagan is not hagiography;  it's clear-eyed, clean, and palpably honest.  I feel Ms. Noonan's honesty just as I felt the incredible lightness of Reeves' shallowness.  
			Noonan wrote her story of a great man and the building of his character as Ronald Reagan lay dying.  Now that he's gone, Peggy Noonan is our era's great communicator.  Not every word of When Character Was King is the utterly necessary word at the absolutely necessary time -- a few of her words don't fit and an occasional fact is flubbed -- but all other words of hundreds and thousands fit perfectly into the best portrait we have of a good and great man, a description also used fittingly for Dwight Eisenhower.
			Noonan, I believe, is the only biographer of President Reagan who understands the import of a first-term footnote, an episode that most of the world has learned to forget or, like Reeves, has learned to diminish.  That's the PATCO strike which, as Noonan shows, had world-historical implications.  By the force of his focus, President Reagan used PATCO to reassert free-world mastery in our twilight struggle with an Evil Empire that was evil and that was an empire.  Thank God we had Reagan at a moment of maximum danger.  Thank God he had Noonan to tell his story",The Great Communicator,69,5,83.25,3.5,247,POSITIVE
On War and Leadership: The Words of Combat Commanders from Frederick the Great to Norman Schwarzkopf: Books: Owen Connelly,This book is excellent reading to inspire leadership.  Its greatest asset is the fact that Connelly selects great leaders and writing that characterizes their personal leadership styles,"A must read  for business, education and government leaders",0,5,11,3.75,28,POSITIVE
"Born in Fire (Born In Trilogy): Books: Nora Roberts,Fiacre Douglas","The first book in NR's 'Born In' series is wonderful, you don't want to miss it!  &quot;Born In Fire&quot; focuses on Maggie Concannon, a tempermental and loyal woman who is also a gifted artist. Gallery owner Rogan Sweeney takes an interest in Maggie's fabulous glass creations, and soon after takes a personal interest in Maggie herself.  Maggie is a wonderful character, stubborn and flawed, yet still caring.  Nora does a fabulous job of developing Maggie, and does it in a way that she seems like a real person.  Rogan is an extremely likeable hero.  Maggie's sister, Brianna, is her complete opposite; quiet, sweet, and calm.  The relationship between the two sisters, however, is very touching and very real.  This book is full of colourful characters, some we love and some we hate.  The romance between Rogan and Maggie is wonderful.  Basically, I just can't say enough good things about this book.  You will love it",A must read,100,5,91,0.75,165,POSITIVE
Jaguars Ripped My Flesh: Adventure is a Risky Business: Books: Tim Cahill,"Cahill's writing is somewhat of an acquired taste. This is a compilation of outdoor stories which do not always seem self contained - some missing context, some missing closure. And they are not necessarily adventures in the conventional sense, as stories may focus on nature, archaeology, sociology, etc. While the book cannot be construed as an outdoor reference, there is good information (ex. &quot;wisdom&quot; of cave diving). Some stories hit the vicarious adventurer's sweet spot. The author is at his best in this book when relating his experience caving in Kentucky, engaging the reader with educational content (ex. barometric effect on air flow), spectacular descriptions(ex. lightening igniting bat guano), and hair raising suspense (ex. getting lost in a maze of passages). Not all of the stories held an equal level of interest for me, but they are short enough to peruse and ponder as time permits",For the Vicarious Adventurer,100,4,38.5,-0.75,146,POSITIVE
"The Hidden Records: Humanity's Biggest Secret Encrypted in the Da Vinci Codex (color illustrated): Books: Wayne Herschel,Birgitt Lederer","By far a very thorough and intelligent read.  I could not put it down.

			The evidence that pyramids all over earth from a lost epoch of man align to specific star clusters is overwhelming in my opinion.

			Doesn't take a PhD to realize that if something looks like a duck, walks like a duck and quacks like a duck.... chances are it's a duck.

			Everthing is presented via full color images and in an easy to comprehend format.  It has changed my perspective and at the same time answered many questions for me personally; and of course will raise many more!

			An absolute must read",Read it and draw your own conclusion,50,5,23.75,1.5,103,POSITIVE
SPRING SNOW (UNESCO Collection of Representative Works. Japanese Series): Books: Yukio Mishima,"""Spring Snow"" is unquestionably one of the finest Japanese novels ever written, as well as being a masterpiece of world literature in its own right.  It is an eloquent, moving story with a ""tale as old as time,"" that of star-crossed lovers who's love transcends social roles and obligations.

			In another culture, with another writer, this would be a romantic, if not happy, story.  But this is Japan, and the writer is Mishima Yukio.  In his hands, the lovers Kiyoaki and Satoko transcend literary stereotypes, and become agents of their own happiness and destruction.  By the very nature of their relationship, raised together since childhood, playing a complicated cat-and-mouse game of love and sexual tension, their future is never in doubt.  

			It is impressive that a writer such as Mishima, known for his right-wing politics and his samurai dreams, could craft such a tender love story.  While knowing the eventual conclusion, the reader savors and hopes for each stolen moment of happiness between Kiyoaki and Satoko, and knows that even their despair is something to be treasured because it is shared.    Not that it is a clear path.  Even knowing Japanese literature, and the road it usually takes, there are surprises on the way.  Things do not turn out the way one would expect.  

			I was incredibly moved by ""Spring Snow.""  It is a novel that affects the heart of the reader, and lingers long after the last page is turned.",An absolute masterpiece,100,5,78.668,0.5,253,POSITIVE
Irrational Exuberance: Second Edition: Books: Robert J. Shiller,"I read the second edition of this book since it is enlarged with the study of the housing market. The phenomenon of bubbles and negative bubbles or collapses is described extremely well by means of statistical data of markets for over a century and a half. The raw data is adjusted to inflation to give a realistic perspective of the trends and patterns. Bubbles seem to be occurring at regular intervals typically based on the ""new era"" story and everyone believes at least during the heady days that good times are here to stay. But as shown by proven evidence of the past, no bubble has sustained itself permanently and good reason prevails sooner or later. When this happens, the bloated bubble collapses and the hangover is terrible. The story so far is quite simple. But what makes this book so interesting is the depth of research and the manner in which the phenomenon is studied and explained.

			The combination of mass psychology and market prices is at the core of this book. For bubbles to happen, information flow is the key. Media plays a significant role in disseminating information and bubbles seem to have originated in recorded history after the advent of the print media. In recent times electronic media particularly the television and the internet play a significant role in speeding up bubble formation and also the reversals. Media needs a storyline and this story needs to be continued to retain customers on a daily basis. Stock market is the ideal place that offers an opportunity to try one's luck if a casino is far away. Backed by on-line dedicated news channels and internet trading, well, it is not surprising that we have day traders in herds. In such situations fundamentals like industry analysis and P/E ratios take a backseat as explained by the author. Historical averages are breached and a euphoria of ""once in a life time opportunity"" prevails. What happens to the Efficient Markets Theory in such situations?. Since this theory says that markets are perfectly priced based on all publicly available information there cannot be a situation of either under pricing or over pricing. This book perfectly challenges the efficiency and accuracy of this theory.

			It is unfortunate that substantial amounts of investments meant to be otherwise risk free sources of income, pension funds for example, are getting diverted into risky markets.  Here the author has come out with a list of some sound proposals to protect hard earned life long savings of innocent citizens who are exposed to the irrationality of markets.

			The bubble in the housing market is also discussed well. Housing seems to be isolated bubbles occurring in specific regions and not a global phenomenon. But nevertheless the damage can be the same. The party of low interest rate regime seems to be over and a spike in mortgage rates is sure to be the needle that will prick right through this big speculative bubble. 

			What goes up has to come down ! But once you start reading this book, it is difficult to put it down. Intellectually stimulating and bound to be economically rewarding.",Rational Analysis,66,5,82.474,3.5,521,POSITIVE
A Late Divorce: Books: A. B. Yehoshua,"A Late Divorce is one of my very favorites novels.  This ordinary tale about the late divorce of a middle-aged couple, one of whom is in a mental institution, is told from the perspective of each member of the family:  children, their spouses and mates, grandson,etc.  I have rarely laughed so  much, or been touched so much, by the insightful description of the Kaminka  family and their travails over a failed marriage, real estate and conflict.   The scene with the rabbis at the mental institution is literary hilarity  at its best...A wonderful work, original, illuminating and FUNNY",An Excellent (and comical)  novel about family,80,5,8.75,4.75,105,POSITIVE
Selected Essays of John Berger: Books: John Berger,"I agree with the first reviewer: this is what art criticism, politically engaged or not, should read like.  Berger was an old-time Marxist; I am an Anglosphere conservative.  He is a man of the Left; I am of the Right.  No matter, his essays are the most wonderful introduction to art criticism, and at times philosophy, that I have read.  Incredibly perceptive, sensitive, without empty sentimentality but filled with genuine sentiment and deep empathy for the human condition, Berger can make any painting or work of art say more than even its author may have intended.  He uses history but is not a historicist, for  he lets the works reveal themselves openly.  The essay ""That which is held,"" a philosophic vindication of romantic love through an analysis of ""time"" is a near masterpiece of the essay form worthy of Montaigne.  Berger  will be missed in the barren landscape of contemporary Europe.  Danto and the Americans are simply not in his league",Simply the best art critic,0,5,47.456,9.25,171,POSITIVE
"Legend (Drenai Tales, Book 1): Books: David Gemmell","I have enjoyed all of David Gemmell's work but this one takes the prize. It contains sorrow, great sacrifice, courage, honor, and some of the best battles every written. It is easy to see the scenes and the people as you read, the characters are ones you will become attached to. If you love fantasy that involves warfare and courage with people making the best of a bad situation and with no magic items to save the day, you will love this book",My All Time Favorite Fantasy,100,5,15.75,4.5,83,POSITIVE
Knowing Jesus Through the Old Testament: Books: Christopher J. H. Wright,"in order to properly understand the Jesus of the new testament, instead of making a Jesus of our own liking, it is necessary to understand Jesus as he himself indicated.  Jesus himself, according to the new testament, made constant reference and allusion to the hebrew scriptures, ( old testament ), as he sought to explain himself, his actions, his teachings and his significance.  Understanding the old testament is therefore of paramount importance for understanding what Jesus was and is about. This means far more than knowing some of the messianic proof texts or knowing about Noahs ark or the temple and sacrificial system of the ancient hebrews.  Understanding the old testament involves knowing the overall aim and purpose of it, and how it all is held together by connected themes that form a unified whole.  Christopher Wright's book, Knowing Jesus Through the Old Testament, is an absolute Godsend towards getting the drift of the old testament and how it carries forward to the Jesus of the new testament.  This book is a little bit technical at times, it is not a devotional work, but reading this book will educate a person to accurately understand what the old testament is about and how it flows into the person of Jesus, thereby expositing the true meaning and intent of Jesus according to the background that Jesus himself referred to.    Thanks Chris Wright for this fabulous book. Also see his forthcoming book, The Mission of God, due out in fall of 2006 by intervarsity press. It looks to be another bullseye!!  For some other great little books on Jesus that are sane and sober, see:  Jesus and His World by Peter Walker,  The Original Jesus by N.T. Wright, and for a bit of a larger work see Jesus and The Gospels by Craig Blomberg",level headed reading: Jesus in his own context,100,5,46.75,0,312,POSITIVE
Natural Nutrition for Dogs and Cats: Books: Kymythy Schultze,"This book provides a straight-forward approach to a raw-food diet, and the changes required to maintain the health of your pet through the process.  It also helps to have someone who can assist you in locating the ingredients locally, but Schultze provides all the requisite information that you will need.  A great resource to go to when you get a nagging question, or have a concern.  Try not to let people talk you out of trying the diet, as you WILL see changes in the health of your pet; many veterinarians that I have spoken with are not particularly supportive.  My 2 y/o Lab has a softer coat, clearer eyes, and better muscle tone since I have started him on the diet.  This diet is slightly more expensive than feeding dog chow, but the reward of having a healthy, happy pet far outweigh the associated costs.  Good luck, and enjoy your pet",Excellent Resource for Raw Food Nutrition,88,4,62,-5.75,158,POSITIVE
"The Skeptic's Dictionary: A Collection of Strange Beliefs, Amusing Deceptions, and Dangerous Delusions: Books: Robert Todd Carroll,Robert T. Carroll","A comprehensive, entertaining and plainly written introduction to critical thinking.  It should be in every school and public library (preferably next to the biology books that have been stickered with pro-creationist caveats).

			My only complaint is the title. Perhaps it should have been called ""The Critical Thinkers' Reference"" so as not to confuse those poor mites who cannot differentiate between rational thought and Cartesian Skepticism.  

			Of course, if your world-view is not based on rational thinking and evidence, then the knowledge contained in this book may make you feel uncomfortable.  You may even feel threatened to the point that you negatively review it.  Guys - as Robert Park once said: ""Alas, to wear the mantle of Galileo it is not enough that you be persecuted by an unkind establishment, you must also be right.""   Please read this book (or even read the FAQ on Carroll's website) and learn how to reason.",An excellent introduction to critical thinking,66,5,20,4,156,POSITIVE
"Dog Training for Dummies: Books: Jack  Volhard,Wendy  Volhard",Like so many of the books in the for dummies series it is well written and just gets down to business. The approach taken with this book is a nonviolent approach to training with training being enjoyed by both man (or woman) and beast. I have been training my Shiba Inu puppy based on this book for the last two months now and have had good results.,Gets right to the point,0,5,52.418,15.75,67,POSITIVE
Space Between the Stars: My Journey to an Open Heart: Books: Deborah Santana,"sometimes when you read a book you are expecting to read some details,but a book like this blows the lid off the mother fully. Deborah Santana doesn't hold back at all. she takes you on a journey from her childhood to her teen years with Sly Stone.&then eventually with her Husband Carlos Santana. you read about a strong Woman who overcame so many obstacles&was grounded strongly&thrived despite some negative forces. a very powerful book that you simply can't put down. Deborah Santana is a Remarkable Soul Sister. this is a Must read book from start to finish.",A Mother of a Book,0,5,9,-0.25,97,POSITIVE
When the Wind Blows: Books: James Patterson,"Only my second James Patterson book, When the Wind Blows, will keep me coming back for more.  I was not disappointed and look forward to reading many more of his novels.

			Frannie, a veterinarian, and Kit, an FBI agent find themselves thrown together in the hopes of saving a few very special children.  Surrounded by some mysterious deaths in the past few years, including her own husbands, Frannie now is trying to stop yet another murder.  It all begins when she thinks she sees a girl with wings in the forest near her home in Colorado.  From here we learn of genetic experiments and more heinous crimes than those.

			This book was written prior to the much acclaimed and popular Lakehouse with many of the same characters.",When the Wind Blows,100,4,7.138,1,129,POSITIVE
Ordinary Joy: Finding Fresh Promise In Routine Moments: Books: Joe Campeau,"Ordinary Joy reminds you that God is in fact all around you in your ordinary living if you just take a break from all the hustle and bustle and truly appreciate His beauty. Joe Campeau uses personal illustrations that we can relate to, and in turn, relates them to the teachings of Jesus. On a personal note, my own faith has waivered for quite some time that after taking a ""closer look,"" I am rediscovering God's presence in my life and I know that, no matter what, ""the sun will shine tomorrow and I will be kissed by Son again and again and it can never be wiped away."" Peace and JOY",My Faith Rejuvinated,100,5,35,0,112,POSITIVE
The Mirror: Books: Marlys Millhiser,"The mysterious oriental mirror is ugly, and it has powers that wield themselves on the unexpected.  It wreaks havoc and sometimes kills, as is the case with several people in this book.  The rest are either thought mad or driven mad.  Question:  If you could, would you switch places with somebody else in a different time?  I think I might, but I would like to be given a choice.  Brandy McCabe and her granddaughter Shay Garrett aren't given that choice.  Both are 20 years old and about to marry men neither love when the mirror transports them into each other's bodies.

			Marlys Millhiser has woven a complex and fascinating story of culture shock in which Brandy becomes her granddaughter and Shay becomes her grandmother.  Shay is thought crazy in the early 1900s because she can tell the future, and she keeps a diary to tell her grandmother how she has lived out her life should she return to her own body one day.  Her story and how she deals with a pre-citified Boulder, Colorado is the most interesting segment of the book, but I didn't feel sorry for Shay as much as I admired her strength of character.  She also had her mother's stories of her ancestors to go on, but this was not the case for poor Brandy.  The Garrett's and Shay's fiancee' don't know what to do with a pregnant Shay who is terrified and clueless about the year 1978, but they know after discovering the diary that she really is Brandy.  

			The story is often heartbreaking, often times quite funny, and there are so many supporting and unforgettable characters--like the lovable Thora K., Brandy's first mother-in-law and the old man who takes care of Shay when she runs away from her family--that this book is not only compelling, but also makes you think about your own place in this world.  What Shay and Brandy do have in common is Rachel, Brandy's daughter and Shay's mother.  Now picture those two being in each other's place when you think of that!  

			Somebody here called the book a literary classic; I wouldn't go that far, but it is excellent, regardless.  The Mirror is magical storytelling any way you look at it, so let it weave it's spell on you.",Looking Through a Glass Darkly?,100,5,39.138,-0.5,394,POSITIVE
"Birth Chairs, Midwives and Medicine: Books: Amanda Carson Banks",This book provides a very interesting and informative detail of the history of birth culture in America as discovered through the study of birth chairs.   In incluedes intriguing pictorial documentations of birth chairs and how they evolved into the modern maternity beds in use today,informative &amp; interesting read!,100,5,13.75,2,47,POSITIVE
Green Darkness: Books: Anya Seton,"Having read Katherine, I wanted to get my hands on another Anya Seton novel. Her words are beautiful and her accurate historical references in the Medieval and Renaissance eras are breathtaking. People recommended Green Darkness because of its timeless romance, historical feel and paranormal aspects centered on past lives and reincarnation. So I gave Green Darkness a whirl. This enormous book (a big trade paperback with over six-hundred pages) enthralled me from beginning to end and I wish it had been longer, that the magic hadn't ended. Despite its rather large size and intricate story, the novel ended too soon for me. (I like big books, but you have to make sure that you will enjoy the whole thing when getting a large volume.) I finished this gem in three sittings. The novel's setting begins in the late 1960s (around the year this was first published). Richard Mardson takes his beloved wife, the American heiress Celia Taylor, to his estate in Sussex, England. There he shows her around the ancient castle that had belonged to his noble family for centuries and introduces her to his friends and peers, all respectable noblemen and women like Richard. But something strange begins to happen between them. Celia is experiencing deja vu, as though she'd been there before. This happens the second she enters the castle. At the same time, Richard becomes restless and moody. Celia is bewildered by his abrupt change from the once loving man to someone who isolates himself and avoids her. Their lives and their marriage could be in shambles, and Celia has to go back to her previous life during Tudor England to figure out what had gone wrong in order to salvage their happiness at present time. Her past life is a woman named Celia Bohun who falls for a handsome monk named Stephen (Richard) Mardson. Their forbidden love is timeless and the things they go through are staggering. There are many twists throughout the novel.

			I have read few novels that had made me go through as many emotions as this one had done. Celia and Stephen's love for one another was something truly beautiful and tragic at the same time. This novel brought me to tears by the time I finished. The building of tension between the protagonists is almost palpable. Celia is a very complex heroine. She is proud and innocent, but also could be quite the vixen when she sets her mind to it, especially when Stephen is involved. Stephen is a tall, dark and gorgeous hero who has taken a vow of chastity for his religion, but his attraction to Celia is undeniable and it is something that torments him. This part of his personality makes him a tortured soul and he is very appealing as a result. The part in which Celia looks after him when he falls ill is one of the sexiest scenes in the novel. It has a mixture of eroticism and innocence, for it is the first time Celia sees Stephen's nude body. The romance is indeed wonderful, but the historical references make this novel all the richer and more palatable. We experience all of the things that occurred during Tudor England, from Henry VIII's reign passing on to Queen Mary and onto Queen Elizabeth I. I have been reading quite a lot of historical/biographical novels and finding this book was like finding hidden treasure. You feel the time period and the events that took place in those times. The most insightful things for me were those centered on Queen Mary's persecution of Protestants and all the historical things that occur while time passes after the scandal centered on Celia's love for Stephen. The ending is one of the best endings I have read. Green Darkness is a true treasure that all historical enthusiasts should own. The story is quite intricate, not an easy read by a long shot (I find that most novels that center on reincarnation are very complex), but the overall development of the story is extremely well woven and beautifully executed. There are numerous characters in this novel, but I never felt like I had to keep up with them in order to remember them. Each character serves his or her purpose and I loved them (or hated them if they were villains). The one thing that puzzled me was the emphasis on Mabel's weight. I thought plump women were considered prettier in those times. And Celia (the twentieth century one) sounds a little too British for an American who'd set foot in England for the first time. Other than those negligible details, Green Darkness is perfect. Anya Seton was a great author, one of the best in her time. I think I like this novel more than Katherine. I wonder if Anya Seton and this novel inspired Jude Deveraux to write Remembrance (which I read at the same time as this one), which is another romance centered on soul mates and past lives partly set in the sixteenth century. Anyway, Green Darkness is one of the best historical/paranormal novels out there and I cannot recommend this memorable gem enough",Incredible -- beautiful and tragic historical/paranormal!,100,5,182.194,-1,855,POSITIVE
"Journey to the Centre of the Earth (Classic): Books: Jules Verne,Kim Stanley Robinson","A Jules Vernes classic, this is one of those novels that has stood up well against the test of time.  True, there are some items that may seem a bit dated, and of course the whole scenario of the fantastic adventure to the depths of the earth is impossible.  Yet, this novel is still a joy to read.

			With a stoic Icelander as their guide, a renowned professor and his reluctant and skeptical nephew descend into the depths of a volcano in the vast frozen tundra of the Arctic, as the adventurers attempt to retrace the steps of a renowned alchemist.  Contrary to popular belief (and scientific reality), the party descends deeper into the bowels of the earth, which is remarkably of a mild climate and not a boiling inferno.  I won't serve as spoiler, but sufficed to say, that they uncover vast new worlds and creatures living in the subterranean world hundreds of miles beneath the terrestrial crust of the earth.

			Vernes does attempt to make their descent seem plausible from a scientific standpoint.  Their instruments, a crude electric light and others, would be considered state-of-the art for their time.  Vernes also goes in great detail to describe the geological formations and fossilized remains contained in the earth.  Vernes also attempts to explain how it is possible to travel so far under the surface of the earth without increased pressure harming the body.  And if you take Verne's theories to heart (although modern science refutes them), their journey is plausible.

			However, I do have a couple minor gripes.  Vernes goes into great detail describing fossils and rock formations, which no doubt lend scientific credence to his novel.  Although this may interst a geologist or paleontologist, the rest of the masses (myself included) probably find this too tedious and distracting from the main story line.  Also, there is one glaring scientific discrepancy with Vernes logic. During their rapid ascent (the details I won't reveal), the adventurers would have surely perished from decompression sickness (a.k.a., ""the bends"").  Although it was still a new phenomena at the time, I believe Vernes should have taken into account the rapid change in pressure, as he did during their slow descent into the abyss.

			The nitpicking aside, this is a superb novel that has withstood the test of time.  A modern reader will no doubt be entertained and enthralled at Verne's vision of a subterranean world.  Nearly a century and a half later, Vernes' works still inspire awe and imagination",Vernes' Vision of a Subterranean World,0,4,43.75,-2,425,POSITIVE
"Emergence: The Connected Lives of Ants, Brains, Cities, and Software: Books: Steven Johnson","I was stunned to see so many critical reviews of this book here.  Even more stunned by the criticisms.  This is not a scientific treatise, and never pretends to be.  This is not an introduction into the more abstract and obscure aspects of Emergence, nor is it a dry and tedious mathematical paper.

			This is an interesting, graspable, exciting and intelligently written book about a phenomenon which is absolutely, positively crucial to understand.  To some people Emergence is a particular abstract in a particular field - those people were disappointed and found this ""light reading"" - which is really too bad, because they are the ones who NEED this book the most.  Alas, we can expect it to be a while before these ""scientist"" can look outside their own shallow mud-puddles of their over-specialties to see how applicable emergent theory is to the world we are immersed in, both natural and man-made.

			If you didn't find this book exciting, you didn't read it.  Sit down and read it without distraction and prejudice.  Let Johnson do what he does best; take you on a journey of ideas and concepts.  Sure, some of it is simplified for the lay-reader, but anybody who isn't a total couch-potato is going to find the content interesting enough to set-out and search for details on their own.  It isn't Johnson's goal to elaborate on some trivial and fragmentary specialty that only people with masters degrees and secured positions in academia could possibly enjoy or tolerate.  

			His goal is to show what emergence IS and why it is SO important, how vast the concepts are in their potential application in every imaginable field, and how elegant, simple, complex, chaotic, and BEAUTIFUL emergence IS !

			And he does exactly this quite well.  If you read this book and are not excited, you didn't get it.  Read it again.  And again.  Look up the examples of emergence, and try to actually find your own examples of emergence in YOUR world, in YOUR daily experience.  The enrichment you'll gain from it will be worth a lot more than any silly over-specialty in an obscure field of research that nobody has ever hear",Exciting and provoking,71,5,17.194,0.25,374,POSITIVE
"Sagwa, The Chinese Siamese Cat: Books: Amy Tan,Gretchen Schields",A WONDERFULLY TOLD CAT-TAIL! THE ILLUSTRATIONS ARE LOVELY AND APPROPRIATE TO THE PLAYFUL THEME OF THE BOOK,ENDEARING FELINE WHIMSEY,0,5,4.5,2.25,17,POSITIVE
"Vegan World Fusion Cuisine : Over 200 award-winning recipes, Dr. Jane Goodall Foreword, Third Edition: Books: Mark Reinfeld; Bo Rinaldi","I love this cookbook. There are so many amazing recipes. As someone who is allergic to dairy, I am totally blown away at how creamy some of the dishes are. Besides the recipes, the book is filled with beautiful pictures and profound quotes that combine together to create a really special reading experience. I highly recommend this cookbook to vegans, vegetarians, people allergic to dairy and wheat, and meat eaters, as well",Excellent Cookbook,100,5,35.918,2,72,POSITIVE
The Power of a Praying Wife (Thorndike Large Print Inspirational Series): Books: Stormie Omartian,"i am a kindda new wife but struggling with learning how to grow up and not be a nag.  stormie is very easy to understand in her book and can relate to almost anyone. like another person said i do feel like this book was written just for me.  the written prayers help me bc sometimes i dont know how to pray for my husband and this gives u the words to say and scripture to back up everything she says.  also, it helps me more importantly be a better wife. this isnt a book to try to get ur way and mold and change ur husband. i'd say its about giving urself up to The Lord to change u and make u a better wife . and praying for ur husband is selfless and probably one of the most important things u could be doing. i highly recommend this book, highly.  it changed me almost instantly!",i love this book!!!,0,5,87.75,7.25,161,POSITIVE
The Chinese Nail Murders (Judge Dee Mysteries): Books: Robert van Gulik,"I have read all of Van Gulik's murder mysteries and this is has to be my favorite. The characters are intriguing and some sinister. The end is satisfying and bittersweet, challenging integrity vs justice. I would,  however, recommend you read the others first (chronological is good,  Chinese Gold Murders is first) to get to know the main characters although  this book can stand on on its own",My favorite book in the series,77,5,42.75,1.75,70,POSITIVE
Healing the Shame That Binds You: Books: John Bradshaw,"This is in my opinion John Bradshaw's best book. It encapsulates his thinking on the area of toxic shame and demonstrates how this phenomenon is at the core of compulsions, addictions, co-dependencies and our need to achieve beyond what is really necessary or serves our larger purposes.

			In this volume, John Bradshaw demonstrates how toxic shame develops and leads to the breakdown of families. He also talks about how this cycle is perpetuated through generations and actually covers a lot of ground in terms of family dynamics.

			Through affirmations, working with feelings, visualizations and other techniques, the author shows the reader how to work through toxic shame. As someone who has done the work himself, he comes across as compassionate, knowledgeable and very practical.

			Sometimes I get annoyed when I read this book because of unnecessary repetition of some key concepts. This is the explanation for my 4 rating, along with the fact that many of his books overlap each other with respect to content. Therefore, my overall rating is that this is a solid, well-written classic that certainly deserves its best-seller status. However, prepare yourself for some repetition and unnecessarily long examples of what he is talking about.",Excellent classic book on toxic shame and how to deal with it,100,4,6,-2.5,196,POSITIVE
"Some Men Are Lookers: A Continuation of the ""Buddies"" Cycle: Books: Ethan Mordden","I love this book!  I love this series and it absolutely pains me to think that this may be the last (I say maybe because originally Buddies was supposed to be the last).  It is such a difficult book to pick up and read because every emotion invested in the previous three books is tested.  My love for Dennis Savage's irony becomes sorrow at the hope that he will lose face and stay with Little Kiwi.  My love for Little Kiwi's innocence becomes concern for his actions.  It's like watching your child make questionable decisions and knowing that no matter what the result, the choices that they make are theirs, and there's nothing you can do about it, but let them be chosen.  It's hard letting Little Kiwi grow up and become Virgil Brown.  I imagine it's the same way with a child, but at least then you get to see what happens!  Mind you, the book like the other three is a comic genius with subtle, feeling humor that has you laughing one minute and crying the next.  But just like &quot;Just Above My Head&quot; by James Baldwin (which I highly recommend), I have been unable to pick up this book and read it again.  It simply leaves me realing with so many feelings, yet I would not trade the experience reading it with anything.  How does one mix merriment with malaise so well?  Read the book and find out",Can't Read Again,100,5,65.668,0.75,253,POSITIVE
"Ultimate Dog Grooming: Books: Eileen Gleeson,Barbara Vetter,Lia Whitmore",This book will be invaluable now as I am going to groom my dog myself. The instructions are easily understood,Great for self groomers,100,4,-1.5,3.5,20,POSITIVE
Desert Heat (Beeler): Books: Judith A. Jance,"I LOVE Joanna Brady!  However, this introduction to her and her life in Bisbee is NOT the best book Jance has ever written.  One thing that is terrific about Jance, though, is that she is from Bisbee and describes the town in exact detail.  Bisbee is a quaint crazy town and Jance grabs all of the details of that small town oasis in the desert.  Joanna Brady is a likeable character and the series gets beter and better as time goes by. HIGHLY RECOMMENDED!!",Great First Mystery in the Joanna Brady Series,0,4,31.5,5.75,88,POSITIVE
The Very Busy Spider (Board Book): Books: Eric Carle,"This is a cute story about a spider who drops in on a farm.  All the farm animals greet her and invite her to play.  But the spider spends the day building her web instead.  The book is fun and informative, and not at all scary.  The pages are doubled so they are easy to turn, but be careful, because inquisitive little fingers may reach inside the pages and rip them.  The book has about 350 words",Cute,75,5,9.25,2.25,82,POSITIVE
"Armadale (Oxford World's Classic): Books: W. Wilkie Collins,Catharine Peters","Collins' efforts with his justly famed &quot;The Moonstone&quot; and &quot;The Woman in White&quot; have perhaps overshadowed his very fine work as seen in &quot;Armadale.&quot;  Lydia Gwilt (don't you love the last name?) is one of the great unsung characters in English (or any western) literature.  Collins seems to delight in making her as full-bodied, as attractive to men, and as dangerous as he can without ever losing his grip and falling over the slippery precipice into satire.  Given the tenor and social conventions of the time, her quest for revenge on the despicable Alan Armadale seems perfectly in keeping.  Lydia Gwilt is like an early, English Scarlett O'Hara without the redeeming humor Scarlett was known to exhibit.  All in all, an extraordinarily well-written and three-dimensional character study",A great unsung character,100,5,43.5,5.75,132,POSITIVE
